ids,labels,parents,sector_color,app_ids,app_labels,app_parents,app_color,,node_label,node_color,link_source,link_target,link_label,link_color,value,app_description,sector_description
de-int-int-api,API Gateway & Management,de-int-int,teal,cs-lcs-wbcm,Whistle Blowing Case Management,cs-lcs,lightyellow,,,,30,128,Shared DB (SQL),peru,1,whistle blowing case management,API Gateway & Management
de-int-int-esb,Enterprise Service Bus,de-int-int,teal,iis-isd-itsm-spr,SAP Password Reset,iis-isd-itsm,lightyellow,,,,19,15,Shared DB (SQL),peru,1,Employee Self Service Password reset application,Enterprise Service Bus
de-int-int-batch,Batch / ETL Processing,de-int-int,teal,de-int-int-sftp-cms,Customer Management System FTP Server,de-int-int-sftp,lightyellow,,,,15,16,Flat File,royalblue,1,FTP Server used by CMS,Batch / ETL Processing
de-int-int-edi,Electronic Data Interchange (EDI),de-int-int,teal,de-int-int-mi-emc,EMC (External),de-int-int-mi,lightyellow,,,,16,15,Shared DB (SQL),teal,1,External Interface,Electronic Data Interchange (EDI)
de-int-int-sftp,SFTP,de-int-int,teal,de-int-int-mi-kf,KrisFlyer,de-int-int-mi,lightyellow,,,,130,129,WS (XML),crimson,1,External Interface,SFTP
de-int-int-mi,Market Interfaces,de-int-int,teal,de-int-int-mi-pg,Payment Gateway (Ext),de-int-int-mi,lightyellow,,,,131,129,FTP (CSV),teal,1,External Interface,Market Interfaces
de-int-int-pi,Plant (Asset) Interfaces,de-int-int,teal,de-int-int-mi-sp,Singpost,de-int-int-mi,lightyellow,,,,132,129,Manual (CSV),teal,1,External Interface,Plant (Asset) Interfaces
de-int-iot,IoT,de-int,olivedrab,mer-bo-ss-pss,Power Settlement System,mer-bo-ers,lightyellow,,,,129,14,email,teal,1,Power Settlement System,IoT
de-int-iot-dg,IoT / Device Gateway,de-int-iot,teal,mer-bo-ers-sbf,SUT Billing File,mer-bo-ers,lightyellow,,,,13,88,Custom Connector (Batch),crimson,1,SUT Billing File,IoT / Device Gateway
de-int-iot-ec,Edge Controller,de-int-iot,teal,de-int-int-mi-sps,SP Systems Interface,de-int-int-mi,lightyellow,,,,133,12,,crimson,1,SP Systems Interface,Edge Controller
de-int-iot-dm,Device Management,de-int-iot,teal,aomo-ao-apm-ava,AMS Vibration Analyser CSI 2140,aomo-ao-apm,silver,,,,133,88,,crimson,1,Physical device to monitor vibration of machines,Device Management
de-int-iot-cep,Complex Event Processing (Device Data),de-int-iot,teal,aomo-ao-apm-fsd,F&S Data Collector,aomo-ao-apm,lightyellow,,,,12,133,,crimson,1,Console Application - Collect the forecasting and scheduling data from Email/FTP shared by forecasting agencies and stored into SQL database,Complex Event Processing (Device Data)
de-en,Enterprise Network,de,seagreen,de-int-int-mi-fas,External - Forecasting Agencies Systems,de-int-int-mi,lightyellow,,,,88,133,API / WS,peru,1,External Interface,Enterprise Network
de-en-dev,Device,de-en,olivedrab,aomo-aop-osem-zee,Zenon Energy Edition Server,aomo-aop-osem,lightyellow,,,,43,134,API / WS,teal,1,Windows Application for Scada Zenon - Deployed on Remote Sites,Device
de-en-dev-dm,"Digital Meters (AMR, Smart)",de-en-dev,teal,aomo-aop-ics-sip,Solar Invertor PLC,aomo-aop-ics,silver,,,,134,43,API / WS,teal,1,Send tags and sensor data to inverter data auto downloader,"Digital Meters (AMR, Smart)"
de-en-dev-iiot,Industrial IoT Devices,de-en-dev,teal,aomo-ao-apm-ldd,Lidar Data Downloader,aomo-ao-apm,lightyellow,,,,135,136,API / WS,brown,1,Console Application - Download the data from Lidar log and stored into FTP,Industrial IoT Devices
de-en-dev-ccommercial,Commercial IoT,de-en-dev,teal,aomo-ao-apm-lda,Lidar Data Aggregation,aomo-ao-apm,lightyellow,,,,137,138,API / WS,brown,1,Windows Application - Derive 10 min aggregated date from 1 sec Lidar data,Commercial IoT
de-en-dev-ciot,Consumer IoT Devices,de-en-dev,teal,aomo-ao-apm-lis,LiDAR Sensor,aomo-ao-apm,silver,,,,82,139,API / WS (JSON),peru,1,LiDAR Sensor,Consumer IoT Devices
de-en-cn,Comms Network,de-en,olivedrab,aomo-ao-apm-ida,Inverter Data Auto Downloader,aomo-ao-apm,lightyellow,,,,140,43,API / WS (JSON),peru,1,"Console Application - Download data from Solar Panels. 
Download the data from inverter log and stored into site server automatically for all Solar sites (BAP&MERVADAR)",Comms Network
de-en-cn-wnc,Wireless Network Comms,de-en-cn,teal,cs-hr-hcm-snet,SAP ESS/MSS SAP NetWeaver 7.5,cs-hr-hcm,lightyellow,,,,141,22,Shared DB (SQL),brown,1,"SAP ESS/MSS is Employee Self Service and Manager Self Service, which is the web enabled tool used by employees.",Wireless Network Comms
de-en-cn-knc,Wired Network Comms,de-en-cn,teal,aomo-aop-dcs-coweb,Cogenweb,aomo-aop-dcs,lightyellow,,,,142,141,Manual (CSV),teal,1,"Hosts Cogen apps like plant statistics, EMC data to blackberry",Wired Network Comms
de-en-cn-rnc,Routing and Switching,de-en-cn,teal,aomo-aop-osem-sch,Schneider PACiS SCADA 4.8.17 PP3,aomo-aop-osem,lightyellow,,,,142,122,XML,teal,1,"For Switchyard automation, control and monitoring from local/remote",Routing and Switching
de-en-cn-ndm,Network Device Management,de-en-cn,teal,de-int-int-mi-gst,Goods Service Tax Network,de-int-int-mi,lightyellow,,,,144,145,Flat File (Batch),crimson,1,India's GST Network,Network Device Management
,,,,cs-psc-scm-wms,Warehouse Management System,cs-psc-scm,lightyellow,,,,144,146,API / WS,crimson,1,This application is to digitalize and automate the warehouse’s asset movement and its related processes in Sembcorp’s warehouses.,
,,,,de-int-int-mi-eew,EE Website,de-int-int-mi,lightyellow,,,,146,144,API / WS,crimson,1,UK Telco Provider,
,,,,de-int-int-mi-amex,AMEX - UK,de-int-int-mi,lightyellow,,,,0,144,TCP/IP,crimson,1,External Interface,
,,,,aomo-aop-eam-gho,Gasboy Head Office 6.4.413.007,aomo-aop-eam,lightyellow,,,,146,48,,sandybrown,1,Head office application for fleet and fuel management.,
,,,,aomo-aop-ics-wtp,Wind Turbine PLC Regen,aomo-aop-ics,silver,,,,48,146,API / WS,sandybrown,1,Wind Turbine PLC,
,,,,aomo-aop-wms-anpr,ANPR 1.0,aomo-aop-wms,lightyellow,,,,48,147,API / WS,sandybrown,1,Automated Name Plate Recognition,
,,,,aomo-aop-eam-max,Maximo ,aomo-aop-eam,lightyellow,,,,147,48,,sandybrown,1,Purchasing and Maintenance tool,
,,,,de-cs-di-casb-casb,Cloud Application Security Broker,de-cs-di-casb,indigo,,,,144,13,API / WS,sandybrown,1,Visibility and Control on SaaS,
,,,,de-cs-di-iam-cark,CyberArk 10.0,de-cs-di-iam,indigo,,,,13,144,API / WS,teal,1,Priviliged password management solution,
,,,,de-cs-di-dpdp-fwf,Forcepoint Web Filtering,de-cs-di-dpdp,indigo,,,,37,144,API / WS,teal,1,On-Prem Web Proxy Platform,
,,,,de-cs-di-dpdp-menlo,Menlo,de-cs-di-dpdp,indigo,,,,107,144,API / WS,teal,1,Cloud based proxy / isolation solution,
,,,,iis-isd-itmm-twe,TripWire Enterprise,iis-isd-itmm,indigo,,,,148,146,API / WS,lighsalmon,1,Tripwire is a security and data integrity tool for monitoring and alerting on specific file change(s) on a range of systems,
,,,,de-int-int-api-sapmi,SAP Manufacturing Integration and Intelligence,de-int-int-api,lightyellow,,,,149,145,API / WS,lightsalmon,1,Manufacturing Integration and Intelligence,
,,,,mer-fo-etrm-ent,Entrade,mer-fo-etrm,lightsalmon,,,,150,145,API / WS,lightsalmon,1,,
,,,,mer-fo-etrm-lac,Lacima,mer-mo-rm,lightsalmon,,,,,,Shared DB (SQL),lightsalmon,1,,
,,,,mer-bo-tms-rev,Reval,mer-bo-tms,lightsalmon,,,,,,API / WS,lightsalmon,1,,
,,,,de-int-int-mi-swt,Swift,de-int-int-mi,lightyellow,,,,,,API / WS,lightsalmon,1,,
,,,,mer-mo-pm-ent,Entrade,mer-mo-pm,lightsalmon,,,,,,API / WS,lightsalmon,1,,
,,,,mer-bo-ers-ent,Entrade,mer-bo-ers,lightsalmon,,,,,,,,,,
,,,,mer-bo-tms-360,360T,mer-bo-tms,lightsalmon,,,,,,,,,,
,,,,mer-mo-pm-pv,Position View,mer-mo-pm,lightsalmon,,,,,,,,,,
,,,,mer-fo-etrm-cnt,Contigo,mer-fo-etrm,lightyellow,,,,,,,,,,
,,,,de-int-int-mi-ice,ICE,de-int-int-mi,lightyellow,,,,,,,,,,
